 T1 T2 T3 T4 T5 T6 T7 T8 T9 T10 T11 T12
Rand_013 0.227039715417174 0.151076225578251 0.207820877917025 0.216999463698316 0.233568490839234 0.128946823410445 0.180777852094887 0.136945139165466 0.180995482036477 0.197892755366167 0.161092848828078 0.18234311152182
Rand_014 0.180995482036477 0.216999463698316 0.207820877917025 0.128946823410445 0.227039715417174 0.151076225578251 0.161092848828078 0.180777852094887 0.136945139165466 0.233568490839234 0.18234311152182 0.197892755366167
Rand_015 0.18234311152182 0.151076225578251 0.136945139165466 0.180777852094887 0.197892755366167 0.227039715417174 0.161092848828078 0.207820877917025 0.233568490839234 0.128946823410445 0.216999463698316 0.180995482036477
Rand_016 0.216999463698316 0.161092848828078 0.151076225578251 0.207820877917025 0.180995482036477 0.233568490839234 0.128946823410445 0.227039715417174 0.197892755366167 0.180777852094887 0.136945139165466 0.18234311152182
Rand_017 0.207820877917025 0.216999463698316 0.18234311152182 0.161092848828078 0.151076225578251 0.233568490839234 0.180777852094887 0.136945139165466 0.128946823410445 0.197892755366167 0.227039715417174 0.180995482036477
Rand_018 0.180777852094887 0.151076225578251 0.18234311152182 0.161092848828078 0.233568490839234 0.197892755366167 0.216999463698316 0.180995482036477 0.128946823410445 0.207820877917025 0.227039715417174 0.136945139165466
Rand_019 0.161092848828078 0.180777852094887 0.151076225578251 0.18234311152182 0.207820877917025 0.128946823410445 0.180995482036477 0.136945139165466 0.227039715417174 0.197892755366167 0.216999463698316 0.233568490839234
Rand_020 0.128946823410445 0.151076225578251 0.161092848828078 0.197892755366167 0.18234311152182 0.216999463698316 0.227039715417174 0.180777852094887 0.207820877917025 0.180995482036477 0.233568490839234 0.136945139165466
Rand_021 0.207820877917025 0.161092848828078 0.151076225578251 0.216999463698316 0.136945139165466 0.233568490839234 0.180777852094887 0.18234311152182 0.180995482036477 0.128946823410445 0.197892755366167 0.227039715417174
Rand_022 0.136945139165466 0.216999463698316 0.180777852094887 0.180995482036477 0.151076225578251 0.197892755366167 0.128946823410445 0.227039715417174 0.207820877917025 0.233568490839234 0.18234311152182 0.161092848828078
Rand_023 0.180777852094887 0.197892755366167 0.233568490839234 0.227039715417174 0.180995482036477 0.216999463698316 0.136945139165466 0.18234311152182 0.207820877917025 0.161092848828078 0.151076225578251 0.128946823410445
Rand_024 0.136945139165466 0.197892755366167 0.233568490839234 0.180995482036477 0.18234311152182 0.151076225578251 0.227039715417174 0.216999463698316 0.128946823410445 0.207820877917025 0.161092848828078 0.180777852094887
Rand_025 0.18234311152182 0.180777852094887 0.128946823410445 0.227039715417174 0.216999463698316 0.207820877917025 0.233568490839234 0.180995482036477 0.151076225578251 0.136945139165466 0.197892755366167 0.161092848828078
Rand_026 0.128946823410445 0.18234311152182 0.233568490839234 0.227039715417174 0.136945139165466 0.197892755366167 0.180777852094887 0.151076225578251 0.180995482036477 0.216999463698316 0.207820877917025 0.161092848828078
Rand_027 0.136945139165466 0.180777852094887 0.233568490839234 0.216999463698316 0.197892755366167 0.151076225578251 0.207820877917025 0.180995482036477 0.161092848828078 0.128946823410445 0.18234311152182 0.227039715417174
Rand_028 0.136945139165466 0.161092848828078 0.180777852094887 0.18234311152182 0.180995482036477 0.207820877917025 0.227039715417174 0.233568490839234 0.216999463698316 0.151076225578251 0.128946823410445 0.197892755366167
Rand_029 0.216999463698316 0.207820877917025 0.161092848828078 0.180995482036477 0.197892755366167 0.180777852094887 0.233568490839234 0.18234311152182 0.128946823410445 0.227039715417174 0.136945139165466 0.151076225578251
Rand_030 0.207820877917025 0.161092848828078 0.233568490839234 0.128946823410445 0.227039715417174 0.216999463698316 0.151076225578251 0.136945139165466 0.180995482036477 0.18234311152182 0.180777852094887 0.197892755366167
Rand_031 0.128946823410445 0.233568490839234 0.180777852094887 0.197892755366167 0.227039715417174 0.151076225578251 0.161092848828078 0.216999463698316 0.180995482036477 0.136945139165466 0.207820877917025 0.18234311152182
Rand_032 0.136945139165466 0.233568490839234 0.216999463698316 0.161092848828078 0.207820877917025 0.18234311152182 0.151076225578251 0.227039715417174 0.180995482036477 0.180777852094887 0.128946823410445 0.197892755366167
Rand_033 0.180995482036477 0.161092848828078 0.180777852094887 0.18234311152182 0.151076225578251 0.197892755366167 0.128946823410445 0.227039715417174 0.233568490839234 0.136945139165466 0.207820877917025 0.216999463698316
Rand_034 0.227039715417174 0.207820877917025 0.233568490839234 0.151076225578251 0.180995482036477 0.180777852094887 0.197892755366167 0.216999463698316 0.161092848828078 0.136945139165466 0.128946823410445 0.18234311152182
Rand_035 0.151076225578251 0.180777852094887 0.180995482036477 0.136945139165466 0.197892755366167 0.216999463698316 0.233568490839234 0.18234311152182 0.227039715417174 0.161092848828078 0.128946823410445 0.207820877917025
Rand_036 0.207820877917025 0.180777852094887 0.216999463698316 0.197892755366167 0.161092848828078 0.233568490839234 0.180995482036477 0.136945139165466 0.18234311152182 0.227039715417174 0.151076225578251 0.128946823410445
Rand_037 0.207820877917025 0.151076225578251 0.18234311152182 0.136945139165466 0.180995482036477 0.233568490839234 0.197892755366167 0.180777852094887 0.161092848828078 0.128946823410445 0.216999463698316 0.227039715417174
Rand_038 0.197892755366167 0.180995482036477 0.227039715417174 0.128946823410445 0.216999463698316 0.161092848828078 0.151076225578251 0.136945139165466 0.18234311152182 0.233568490839234 0.207820877917025 0.180777852094887
Rand_039 0.161092848828078 0.180777852094887 0.151076225578251 0.128946823410445 0.197892755366167 0.18234311152182 0.233568490839234 0.136945139165466 0.180995482036477 0.227039715417174 0.216999463698316 0.207820877917025
Rand_040 0.161092848828078 0.151076225578251 0.227039715417174 0.216999463698316 0.18234311152182 0.128946823410445 0.180995482036477 0.136945139165466 0.197892755366167 0.207820877917025 0.180777852094887 0.233568490839234
Rand_041 0.207820877917025 0.136945139165466 0.18234311152182 0.128946823410445 0.161092848828078 0.151076225578251 0.227039715417174 0.180777852094887 0.216999463698316 0.197892755366167 0.180995482036477 0.233568490839234
Rand_042 0.180995482036477 0.227039715417174 0.207820877917025 0.197892755366167 0.216999463698316 0.233568490839234 0.18234311152182 0.136945139165466 0.151076225578251 0.161092848828078 0.128946823410445 0.180777852094887
Rand_043 0.161092848828078 0.216999463698316 0.136945139165466 0.151076225578251 0.180995482036477 0.207820877917025 0.233568490839234 0.180777852094887 0.197892755366167 0.18234311152182 0.227039715417174 0.128946823410445
Rand_044 0.18234311152182 0.180777852094887 0.151076225578251 0.180995482036477 0.128946823410445 0.197892755366167 0.233568490839234 0.136945139165466 0.216999463698316 0.161092848828078 0.207820877917025 0.227039715417174
Rand_045 0.197892755366167 0.216999463698316 0.128946823410445 0.233568490839234 0.136945139165466 0.180777852094887 0.207820877917025 0.18234311152182 0.151076225578251 0.161092848828078 0.227039715417174 0.180995482036477
Rand_046 0.180995482036477 0.161092848828078 0.207820877917025 0.227039715417174 0.136945139165466 0.151076225578251 0.197892755366167 0.180777852094887 0.233568490839234 0.216999463698316 0.18234311152182 0.128946823410445
Rand_047 0.216999463698316 0.180777852094887 0.136945139165466 0.207820877917025 0.180995482036477 0.161092848828078 0.197892755366167 0.18234311152182 0.227039715417174 0.151076225578251 0.128946823410445 0.233568490839234
Rand_048 0.216999463698316 0.207820877917025 0.18234311152182 0.161092848828078 0.180777852094887 0.227039715417174 0.136945139165466 0.151076225578251 0.128946823410445 0.180995482036477 0.233568490839234 0.197892755366167
Rand_049 0.151076225578251 0.227039715417174 0.197892755366167 0.207820877917025 0.136945139165466 0.128946823410445 0.233568490839234 0.161092848828078 0.180777852094887 0.180995482036477 0.216999463698316 0.18234311152182
Rand_050 0.227039715417174 0.197892755366167 0.207820877917025 0.161092848828078 0.180995482036477 0.180777852094887 0.18234311152182 0.128946823410445 0.136945139165466 0.151076225578251 0.233568490839234 0.216999463698316
Rand_051 0.180777852094887 0.128946823410445 0.18234311152182 0.180995482036477 0.216999463698316 0.161092848828078 0.233568490839234 0.197892755366167 0.151076225578251 0.207820877917025 0.227039715417174 0.136945139165466
Rand_052 0.161092848828078 0.128946823410445 0.18234311152182 0.227039715417174 0.207820877917025 0.136945139165466 0.197892755366167 0.151076225578251 0.180777852094887 0.180995482036477 0.233568490839234 0.216999463698316
Rand_053 0.151076225578251 0.18234311152182 0.128946823410445 0.136945139165466 0.180777852094887 0.227039715417174 0.161092848828078 0.180995482036477 0.233568490839234 0.197892755366167 0.207820877917025 0.216999463698316
Rand_054 0.233568490839234 0.180995482036477 0.197892755366167 0.227039715417174 0.216999463698316 0.180777852094887 0.207820877917025 0.136945139165466 0.128946823410445 0.18234311152182 0.151076225578251 0.161092848828078
Rand_055 0.151076225578251 0.128946823410445 0.197892755366167 0.180995482036477 0.18234311152182 0.161092848828078 0.233568490839234 0.207820877917025 0.180777852094887 0.136945139165466 0.216999463698316 0.227039715417174
Rand_056 0.151076225578251 0.128946823410445 0.207820877917025 0.227039715417174 0.233568490839234 0.180995482036477 0.136945139165466 0.180777852094887 0.216999463698316 0.197892755366167 0.161092848828078 0.18234311152182
Rand_057 0.136945139165466 0.233568490839234 0.180995482036477 0.161092848828078 0.216999463698316 0.151076225578251 0.18234311152182 0.227039715417174 0.197892755366167 0.207820877917025 0.180777852094887 0.128946823410445
Rand_058 0.207820877917025 0.227039715417174 0.197892755366167 0.136945139165466 0.128946823410445 0.151076225578251 0.233568490839234 0.180777852094887 0.161092848828078 0.216999463698316 0.180995482036477 0.18234311152182
Rand_059 0.128946823410445 0.136945139165466 0.207820877917025 0.233568490839234 0.197892755366167 0.180777852094887 0.151076225578251 0.18234311152182 0.161092848828078 0.180995482036477 0.227039715417174 0.216999463698316
Rand_060 0.227039715417174 0.233568490839234 0.180995482036477 0.216999463698316 0.161092848828078 0.207820877917025 0.136945139165466 0.180777852094887 0.128946823410445 0.151076225578251 0.18234311152182 0.197892755366167
Rand_061 0.197892755366167 0.180995482036477 0.128946823410445 0.161092848828078 0.180777852094887 0.18234311152182 0.233568490839234 0.207820877917025 0.227039715417174 0.136945139165466 0.216999463698316 0.151076225578251
Rand_062 0.136945139165466 0.197892755366167 0.151076225578251 0.180995482036477 0.180777852094887 0.227039715417174 0.216999463698316 0.207820877917025 0.128946823410445 0.161092848828078 0.233568490839234 0.18234311152182
Rand_063 0.136945139165466 0.18234311152182 0.180777852094887 0.128946823410445 0.180995482036477 0.233568490839234 0.216999463698316 0.151076225578251 0.227039715417174 0.161092848828078 0.197892755366167 0.207820877917025
Rand_064 0.216999463698316 0.180777852094887 0.227039715417174 0.128946823410445 0.151076225578251 0.197892755366167 0.136945139165466 0.18234311152182 0.180995482036477 0.207820877917025 0.161092848828078 0.233568490839234
Rand_065 0.151076225578251 0.161092848828078 0.136945139165466 0.216999463698316 0.180995482036477 0.180777852094887 0.233568490839234 0.207820877917025 0.128946823410445 0.18234311152182 0.227039715417174 0.197892755366167
Rand_066 0.180777852094887 0.151076225578251 0.136945139165466 0.18234311152182 0.233568490839234 0.161092848828078 0.216999463698316 0.180995482036477 0.227039715417174 0.197892755366167 0.207820877917025 0.128946823410445
Rand_067 0.180777852094887 0.128946823410445 0.207820877917025 0.197892755366167 0.216999463698316 0.161092848828078 0.227039715417174 0.136945139165466 0.180995482036477 0.233568490839234 0.151076225578251 0.18234311152182
Rand_068 0.207820877917025 0.128946823410445 0.233568490839234 0.227039715417174 0.180777852094887 0.136945139165466 0.161092848828078 0.197892755366167 0.151076225578251 0.18234311152182 0.216999463698316 0.180995482036477
Rand_069 0.197892755366167 0.18234311152182 0.151076225578251 0.227039715417174 0.136945139165466 0.161092848828078 0.207820877917025 0.216999463698316 0.180777852094887 0.180995482036477 0.233568490839234 0.128946823410445
Rand_070 0.216999463698316 0.180995482036477 0.197892755366167 0.136945139165466 0.18234311152182 0.207820877917025 0.151076225578251 0.227039715417174 0.161092848828078 0.233568490839234 0.180777852094887 0.128946823410445
Rand_071 0.180995482036477 0.216999463698316 0.197892755366167 0.233568490839234 0.18234311152182 0.227039715417174 0.180777852094887 0.136945139165466 0.207820877917025 0.151076225578251 0.128946823410445 0.161092848828078
Rand_072 0.197892755366167 0.180777852094887 0.216999463698316 0.151076225578251 0.18234311152182 0.136945139165466 0.227039715417174 0.207820877917025 0.161092848828078 0.180995482036477 0.128946823410445 0.233568490839234
Rand_073 0.18234311152182 0.197892755366167 0.180777852094887 0.151076225578251 0.207820877917025 0.128946823410445 0.233568490839234 0.227039715417174 0.161092848828078 0.136945139165466 0.180995482036477 0.216999463698316
Rand_074 0.136945139165466 0.161092848828078 0.197892755366167 0.180995482036477 0.180777852094887 0.227039715417174 0.151076225578251 0.18234311152182 0.216999463698316 0.233568490839234 0.207820877917025 0.128946823410445
Rand_075 0.128946823410445 0.233568490839234 0.161092848828078 0.207820877917025 0.180995482036477 0.216999463698316 0.227039715417174 0.136945139165466 0.197892755366167 0.18234311152182 0.151076225578251 0.180777852094887
Rand_076 0.180995482036477 0.136945139165466 0.227039715417174 0.18234311152182 0.207820877917025 0.233568490839234 0.151076225578251 0.180777852094887 0.128946823410445 0.216999463698316 0.197892755366167 0.161092848828078
Rand_077 0.197892755366167 0.207820877917025 0.161092848828078 0.180777852094887 0.180995482036477 0.18234311152182 0.151076225578251 0.233568490839234 0.216999463698316 0.227039715417174 0.136945139165466 0.128946823410445
Rand_078 0.227039715417174 0.197892755366167 0.216999463698316 0.136945139165466 0.18234311152182 0.180777852094887 0.151076225578251 0.128946823410445 0.207820877917025 0.180995482036477 0.233568490839234 0.161092848828078
Rand_079 0.197892755366167 0.151076225578251 0.136945139165466 0.227039715417174 0.161092848828078 0.128946823410445 0.216999463698316 0.180995482036477 0.233568490839234 0.207820877917025 0.180777852094887 0.18234311152182
Rand_080 0.180777852094887 0.207820877917025 0.197892755366167 0.136945139165466 0.180995482036477 0.227039715417174 0.151076225578251 0.18234311152182 0.161092848828078 0.216999463698316 0.233568490839234 0.128946823410445
Rand_081 0.227039715417174 0.197892755366167 0.161092848828078 0.207820877917025 0.180777852094887 0.216999463698316 0.136945139165466 0.128946823410445 0.18234311152182 0.180995482036477 0.151076225578251 0.233568490839234
Rand_082 0.207820877917025 0.18234311152182 0.180995482036477 0.180777852094887 0.216999463698316 0.161092848828078 0.128946823410445 0.151076225578251 0.197892755366167 0.136945139165466 0.233568490839234 0.227039715417174
Rand_083 0.180777852094887 0.227039715417174 0.136945139165466 0.207820877917025 0.180995482036477 0.216999463698316 0.197892755366167 0.233568490839234 0.151076225578251 0.18234311152182 0.161092848828078 0.128946823410445
Rand_084 0.18234311152182 0.136945139165466 0.161092848828078 0.216999463698316 0.207820877917025 0.128946823410445 0.233568490839234 0.151076225578251 0.197892755366167 0.227039715417174 0.180777852094887 0.180995482036477
Rand_085 0.136945139165466 0.161092848828078 0.216999463698316 0.180995482036477 0.227039715417174 0.18234311152182 0.151076225578251 0.180777852094887 0.197892755366167 0.207820877917025 0.233568490839234 0.128946823410445
Rand_086 0.227039715417174 0.128946823410445 0.136945139165466 0.161092848828078 0.233568490839234 0.207820877917025 0.18234311152182 0.197892755366167 0.216999463698316 0.180777852094887 0.151076225578251 0.180995482036477
Rand_087 0.151076225578251 0.207820877917025 0.180777852094887 0.180995482036477 0.197892755366167 0.18234311152182 0.161092848828078 0.128946823410445 0.136945139165466 0.216999463698316 0.227039715417174 0.233568490839234
Rand_088 0.151076225578251 0.128946823410445 0.136945139165466 0.180777852094887 0.180995482036477 0.18234311152182 0.161092848828078 0.197892755366167 0.207820877917025 0.227039715417174 0.216999463698316 0.233568490839234
Rand_089 0.180995482036477 0.197892755366167 0.233568490839234 0.207820877917025 0.180777852094887 0.136945139165466 0.216999463698316 0.227039715417174 0.18234311152182 0.151076225578251 0.161092848828078 0.128946823410445
Rand_090 0.180777852094887 0.216999463698316 0.128946823410445 0.227039715417174 0.151076225578251 0.136945139165466 0.233568490839234 0.18234311152182 0.180995482036477 0.207820877917025 0.197892755366167 0.161092848828078
Rand_091 0.128946823410445 0.207820877917025 0.233568490839234 0.180777852094887 0.227039715417174 0.216999463698316 0.136945139165466 0.18234311152182 0.161092848828078 0.197892755366167 0.180995482036477 0.151076225578251
Rand_092 0.161092848828078 0.151076225578251 0.233568490839234 0.136945139165466 0.197892755366167 0.227039715417174 0.216999463698316 0.18234311152182 0.180995482036477 0.207820877917025 0.180777852094887 0.128946823410445
Rand_093 0.136945139165466 0.128946823410445 0.197892755366167 0.227039715417174 0.180777852094887 0.151076225578251 0.207820877917025 0.161092848828078 0.180995482036477 0.18234311152182 0.216999463698316 0.233568490839234
Rand_094 0.180777852094887 0.216999463698316 0.161092848828078 0.18234311152182 0.128946823410445 0.227039715417174 0.197892755366167 0.233568490839234 0.136945139165466 0.151076225578251 0.180995482036477 0.207820877917025
Rand_095 0.180995482036477 0.18234311152182 0.207820877917025 0.227039715417174 0.216999463698316 0.197892755366167 0.136945139165466 0.180777852094887 0.161092848828078 0.128946823410445 0.233568490839234 0.151076225578251
Rand_096 0.216999463698316 0.207820877917025 0.151076225578251 0.136945139165466 0.161092848828078 0.233568490839234 0.197892755366167 0.180777852094887 0.18234311152182 0.180995482036477 0.227039715417174 0.128946823410445
Rand_097 0.180777852094887 0.136945139165466 0.180995482036477 0.128946823410445 0.216999463698316 0.18234311152182 0.233568490839234 0.161092848828078 0.227039715417174 0.197892755366167 0.207820877917025 0.151076225578251
Rand_098 0.151076225578251 0.233568490839234 0.161092848828078 0.180995482036477 0.180777852094887 0.197892755366167 0.18234311152182 0.227039715417174 0.128946823410445 0.136945139165466 0.216999463698316 0.207820877917025
Rand_099 0.207820877917025 0.151076225578251 0.161092848828078 0.180995482036477 0.136945139165466 0.227039715417174 0.197892755366167 0.216999463698316 0.128946823410445 0.180777852094887 0.18234311152182 0.233568490839234
Rand_0100 0.207820877917025 0.180995482036477 0.180777852094887 0.161092848828078 0.233568490839234 0.128946823410445 0.151076225578251 0.136945139165466 0.197892755366167 0.227039715417174 0.216999463698316 0.18234311152182
Rand_0101 0.227039715417174 0.128946823410445 0.180995482036477 0.18234311152182 0.207820877917025 0.161092848828078 0.233568490839234 0.197892755366167 0.180777852094887 0.136945139165466 0.216999463698316 0.151076225578251
Rand_0102 0.216999463698316 0.18234311152182 0.197892755366167 0.136945139165466 0.233568490839234 0.128946823410445 0.180995482036477 0.161092848828078 0.180777852094887 0.207820877917025 0.227039715417174 0.151076225578251
Rand_0103 0.180777852094887 0.18234311152182 0.216999463698316 0.233568490839234 0.180995482036477 0.207820877917025 0.161092848828078 0.151076225578251 0.197892755366167 0.227039715417174 0.128946823410445 0.136945139165466
Rand_0104 0.161092848828078 0.128946823410445 0.151076225578251 0.136945139165466 0.18234311152182 0.180777852094887 0.197892755366167 0.180995482036477 0.227039715417174 0.233568490839234 0.216999463698316 0.207820877917025
Rand_0105 0.233568490839234 0.161092848828078 0.128946823410445 0.207820877917025 0.197892755366167 0.180777852094887 0.136945139165466 0.151076225578251 0.18234311152182 0.227039715417174 0.216999463698316 0.180995482036477
Rand_0106 0.18234311152182 0.227039715417174 0.136945139165466 0.161092848828078 0.180995482036477 0.207820877917025 0.180777852094887 0.151076225578251 0.233568490839234 0.197892755366167 0.216999463698316 0.128946823410445
Rand_0107 0.197892755366167 0.233568490839234 0.207820877917025 0.216999463698316 0.180995482036477 0.18234311152182 0.136945139165466 0.128946823410445 0.227039715417174 0.180777852094887 0.161092848828078 0.151076225578251
Rand_0108 0.227039715417174 0.128946823410445 0.216999463698316 0.151076225578251 0.207820877917025 0.180777852094887 0.197892755366167 0.136945139165466 0.18234311152182 0.233568490839234 0.180995482036477 0.161092848828078
Rand_0109 0.197892755366167 0.180777852094887 0.128946823410445 0.18234311152182 0.207820877917025 0.233568490839234 0.136945139165466 0.180995482036477 0.151076225578251 0.161092848828078 0.216999463698316 0.227039715417174
Rand_0110 0.233568490839234 0.216999463698316 0.207820877917025 0.180777852094887 0.136945139165466 0.180995482036477 0.227039715417174 0.197892755366167 0.151076225578251 0.18234311152182 0.128946823410445 0.161092848828078
Rand_0111 0.207820877917025 0.233568490839234 0.128946823410445 0.197892755366167 0.18234311152182 0.227039715417174 0.151076225578251 0.180777852094887 0.216999463698316 0.180995482036477 0.136945139165466 0.161092848828078
Rand_0112 0.128946823410445 0.207820877917025 0.151076225578251 0.136945139165466 0.180777852094887 0.161092848828078 0.18234311152182 0.216999463698316 0.233568490839234 0.197892755366167 0.227039715417174 0.180995482036477
Rand_0113 0.233568490839234 0.207820877917025 0.227039715417174 0.216999463698316 0.180777852094887 0.151076225578251 0.197892755366167 0.161092848828078 0.136945139165466 0.128946823410445 0.18234311152182 0.180995482036477
Rand_0114 0.227039715417174 0.180995482036477 0.180777852094887 0.233568490839234 0.197892755366167 0.136945139165466 0.216999463698316 0.18234311152182 0.151076225578251 0.161092848828078 0.128946823410445 0.207820877917025
Rand_0115 0.151076225578251 0.197892755366167 0.136945139165466 0.180995482036477 0.180777852094887 0.207820877917025 0.233568490839234 0.18234311152182 0.227039715417174 0.161092848828078 0.216999463698316 0.128946823410445
Rand_0116 0.151076225578251 0.136945139165466 0.161092848828078 0.18234311152182 0.197892755366167 0.128946823410445 0.227039715417174 0.233568490839234 0.180995482036477 0.180777852094887 0.216999463698316 0.207820877917025
Rand_0117 0.207820877917025 0.233568490839234 0.151076225578251 0.18234311152182 0.128946823410445 0.227039715417174 0.161092848828078 0.136945139165466 0.180995482036477 0.180777852094887 0.216999463698316 0.197892755366167
Rand_0118 0.161092848828078 0.233568490839234 0.227039715417174 0.180777852094887 0.18234311152182 0.216999463698316 0.151076225578251 0.197892755366167 0.207820877917025 0.128946823410445 0.136945139165466 0.180995482036477
Rand_0119 0.136945139165466 0.180777852094887 0.128946823410445 0.207820877917025 0.18234311152182 0.197892755366167 0.151076225578251 0.216999463698316 0.227039715417174 0.180995482036477 0.161092848828078 0.233568490839234
Rand_0120 0.128946823410445 0.18234311152182 0.216999463698316 0.180995482036477 0.227039715417174 0.233568490839234 0.151076225578251 0.207820877917025 0.161092848828078 0.136945139165466 0.180777852094887 0.197892755366167
Rand_0121 0.18234311152182 0.128946823410445 0.207820877917025 0.227039715417174 0.197892755366167 0.180777852094887 0.216999463698316 0.233568490839234 0.151076225578251 0.180995482036477 0.136945139165466 0.161092848828078
Rand_0122 0.136945139165466 0.207820877917025 0.197892755366167 0.18234311152182 0.227039715417174 0.216999463698316 0.161092848828078 0.180995482036477 0.233568490839234 0.151076225578251 0.128946823410445 0.180777852094887
Rand_0123 0.207820877917025 0.18234311152182 0.161092848828078 0.180995482036477 0.227039715417174 0.151076225578251 0.216999463698316 0.180777852094887 0.128946823410445 0.233568490839234 0.136945139165466 0.197892755366167
Rand_0124 0.136945139165466 0.216999463698316 0.18234311152182 0.151076225578251 0.180777852094887 0.180995482036477 0.161092848828078 0.128946823410445 0.207820877917025 0.233568490839234 0.197892755366167 0.227039715417174
Rand_0125 0.227039715417174 0.180777852094887 0.136945139165466 0.197892755366167 0.128946823410445 0.180995482036477 0.207820877917025 0.233568490839234 0.161092848828078 0.18234311152182 0.151076225578251 0.216999463698316
Rand_0126 0.128946823410445 0.161092848828078 0.180995482036477 0.136945139165466 0.227039715417174 0.207820877917025 0.180777852094887 0.233568490839234 0.197892755366167 0.151076225578251 0.18234311152182 0.216999463698316
Rand_0127 0.197892755366167 0.18234311152182 0.180777852094887 0.161092848828078 0.233568490839234 0.216999463698316 0.207820877917025 0.151076225578251 0.128946823410445 0.136945139165466 0.227039715417174 0.180995482036477
Rand_0128 0.128946823410445 0.197892755366167 0.18234311152182 0.227039715417174 0.151076225578251 0.161092848828078 0.136945139165466 0.180995482036477 0.216999463698316 0.233568490839234 0.207820877917025 0.180777852094887
Rand_0129 0.197892755366167 0.180777852094887 0.216999463698316 0.207820877917025 0.18234311152182 0.227039715417174 0.128946823410445 0.161092848828078 0.151076225578251 0.233568490839234 0.180995482036477 0.136945139165466
Rand_0130 0.207820877917025 0.180777852094887 0.216999463698316 0.233568490839234 0.128946823410445 0.180995482036477 0.151076225578251 0.136945139165466 0.161092848828078 0.18234311152182 0.227039715417174 0.197892755366167
Rand_0131 0.197892755366167 0.18234311152182 0.161092848828078 0.151076225578251 0.207820877917025 0.180995482036477 0.233568490839234 0.128946823410445 0.136945139165466 0.216999463698316 0.227039715417174 0.180777852094887
Rand_0132 0.136945139165466 0.180995482036477 0.197892755366167 0.180777852094887 0.161092848828078 0.216999463698316 0.18234311152182 0.233568490839234 0.128946823410445 0.227039715417174 0.207820877917025 0.151076225578251
Rand_0133 0.233568490839234 0.180777852094887 0.136945139165466 0.180995482036477 0.18234311152182 0.128946823410445 0.151076225578251 0.197892755366167 0.161092848828078 0.227039715417174 0.216999463698316 0.207820877917025
Rand_0134 0.207820877917025 0.128946823410445 0.197892755366167 0.18234311152182 0.161092848828078 0.151076225578251 0.233568490839234 0.180995482036477 0.180777852094887 0.216999463698316 0.227039715417174 0.136945139165466
Rand_0135 0.128946823410445 0.227039715417174 0.180777852094887 0.197892755366167 0.180995482036477 0.151076225578251 0.18234311152182 0.207820877917025 0.216999463698316 0.233568490839234 0.136945139165466 0.161092848828078
Rand_0136 0.207820877917025 0.233568490839234 0.18234311152182 0.161092848828078 0.180777852094887 0.197892755366167 0.180995482036477 0.128946823410445 0.136945139165466 0.151076225578251 0.227039715417174 0.216999463698316
