002020,19200110-19871002,0.75,19871003-20159999,1.0
002359,19911226-20159999,0.5,
002360,19009999-19401212,.5,19401213-19440823,0.00,19440824-19511124,-9,19511125-19891222,0.25,19891223-19920310,-9,19920311-20159999,0.5
002365,19009999-19170103,.5,19170104-19230701,0.00,19230702-19410930,0.25,19411001-19470614,0.5,19470615-19891108,0.00,19891109-19920201,-9,19920202-20159999,.25
002366,19180224-19400616,0.5,19910906-20159999,0.5,
002367,19181118-19400616,0.5,19910906-20159999,0.5,
002368,19180216-19400615,0.5,19910906-20159999,0.5,
002369,19911226-20159999,0.5,
002370,19911226-20159999,0.5,
002371,19911226-20159999,0.5,
002372,19911226-20159999,0.5,
002373,19911226-20159999,0.5,
002375,19171206-20159999,0.5,
002380,19170417-20159999,0.5,
002385,19170417-20159999,0.5,
002390,19170417-20159999,0.5,
002395,19440617-20159999,0.5,
002402,19750705-20159999,0.5,
002403,19750712-20159999,0.5,
002404,19740910-20159999,0.5,
002411,19681012-20159999,0.5,
002420,19650218-20159999,0.5,
002432,19600620-20159999,0.5,
002433,19600820-20159999,0.5,
002434,19600801-20159999,0.5,
002435,19601128-20159999,0.5,
002436,19601013-20159999,0.5,
002437,19600807-20159999,0.5,
002438,19581002-20159999,0.5,
002439,19600805-20159999,0.5,
002450,19200630-20159999,0.5,
002451,19610427-20159999,0.5,
002452,19570306-20159999,0.5,
002461,19600427-20159999,0.5,
002471,19600101-20159999,0.5,
002475,19601001-20159999,0.5,
002481,19600817-20159999,0.5,
002482,19600813-20159999,0.5,
002483,19600811-20159999,0.5,
002484,19600815-20159999,0.5,
002490,19600630-20159999,0.5,
002500,19621009-20159999,0.5,
002501,19631212-20159999,0.5,
002510,19611209-20159999,0.5,
002511,19631219-19641231,0.5,
002516,19620701-20159999,0.5,
002517,19620701-20159999,0.5,
002520,19600701-20159999,0.5,
002522,19770627-20159999,0.5,
002530,19170417-20159999,0.5,
002531,19930524-20159999,0.5,
002540,19751111-20159999,0.5,
002541,19750625-20159999,0.5,
002551,19641024-20159999,0.5,
002552,19651111-20159999,0.5,
002553,19640706-20159999,0.5,
002560,19200110-20159999,0.5,
002565,19900321-20159999,0.5,
002570,19661004-20159999,0.5,
002571,19660930-20159999,0.5,
002572,19680906-20159999,0.5,
002580,19600626-20159999,0.5,
002581,19751231-20159999,0.5,
002590,19680312-20159999,0.5,
002591,19760629-20159999,0.5,
002600,19560302-20159999,0.5,
002615,19620705-20159999,0.5,
002616,19560320-20159999,0.5,
002620,19511224-19730320,.5,19730321-20030814,0.00,20030815-20060514,-9,20060515-20111020,.25,20111021-20159999,0.50
002625,19560101-20159999,0.5,
002630,19170417-19791103,.5,19791104-20159999,0.00
002640,19170417-20159999,0.5,
002645,19321003-19670610,.50,19670611-19841101,.25,19841102-19870516,.50,19870517-20030319,0.00,20030320-20159999,0.5
002651,19370526-19550830,0.5,19550901-19731205,0.00,19731206-19780916,-9,19780917-20159999,0.5
002652,19460417-19700610,0.25,19700611-20159999,0.00
002660,19460310-20159999,0.5,
002663,19460322-20159999,0.5,
002666,19480514-19670504,0.5,19670505-20159999,0.75,
002670,19270520-20159999,0.5,
002678,19260902-19900521,0.5,
002679,19900522-20159999,0.5,
002680,19671130-19900521,0.5,
002690,19610619-20159999,0.5,
002692,19710815-20159999,0.5,
002694,19710903-20159999,0.5,
002696,19711202-20159999,0.5,
002698,19711007-20159999,0.5,
002700,19190808-19980819,0.5,19980820-20011115,0.00,20011116-20159999,0.50
002701,19911226-20159999,0.5,
002702,19911226-20159999,0.5,
002703,19911226-20159999,0.5,
002704,19911226-20159999,0.5,
002705,19911226-20159999,0.5,
002710,19170417-19490930,0.5,19491001-19720227,0.00,19720228-20159999,0.25
002712,19210313-20159999,0.5,
002713,19491208-20159999,0.5,
002731,19480909-19500626,.5,19500627-20159999,0.00,
002732,19490629-20159999,0.5,
002740,19009999-19320130,.5,19320131-19371211,.25,19371212-19450902,0.0,19450903-20159999,.5
002750,19470815-20159999,0.5,
002760,19710921-20159999,0.5,
002770,19470814-20021229,.50,20021230-20159999,0.25
002771,19711216-20159999,0.5,
002775,19480104-20159999,0.5,
002780,19480204-20159999,0.5,
002781,19650726-20159999,0.5,
002790,19200101-20159999,0.5,
002800,19170417-20159999,0.5,
002811,19531109-19640312,.5,19640313-19750515,.25,19750516-20159999,.5
002812,19531023-20159999,0.5,
002816,19540427-19601231,0.25,19610101-19730127,0.00,19730128-19750430,-9,19750501-19911022,0.25,19911023-19940202,-9,19940203-20159999,0.5
002817,19540604-19750430,0.5,
002820,19570831-20159999,0.5,
002830,19650809-20159999,0.5,
002835,19840101-20159999,0.5,
002840,19460704-20159999,0.5,
002850,19491227-20159999,0.5,
002860,20020927-20159999,0.5,
002900,19200110-20159999,0.5,
002910,19750916-20159999,0.5,
002920,19200110-20159999,0.5,
002935,19810915-20159999,0.5,
002940,19780707-20159999,0.5,
002946,19990914-20159999,0.5,
002947,20000905-20159999,0.5,
002950,19701010-20159999,0.5,
002955,19990914-20159999,0.5,
002970,19990914-20159999,0.5,
002983,19910917-20159999,0.5,
002986,19941215-20159999,0.5,
002987,19910917-20159999,0.5,
002990,19761215-20159999,0.5,
020070,19940101-20159999,0.75
020200,19200110-19450814,0.5,
020220,19200110-19400622,0.5,
020255,19390910-19450508,.00,19450509-19600509,.5
020345,19460131-19920614,0.5,19920615-20010220,0.00,20010221-20159999,0.5
020365,19450508-19911226,0.5,
031040,19730710-20159999,0.5,
031041,19730710-20020701,0.5,20020702-20159999,0.75
031042,19730710-20159999,0.5,
031051,19830704-20159999,0.75
031052,19830704-20159999,0.75
031053,19830704-20159999,0.75
031054,19830704-20159999,0.75
031055,19830704-20159999,0.75
031056,19830704-20159999,0.75
031057,19830704-20159999,0.75
031058,19830704-20159999,0.75
031060,19830919-20159999,0.75
031070,19940724-20159999,0.5,
031080,19830704-20159999,0.75
031090,19940724-20159999,0.5,
031091,19940724-20159999,0.5,
031092,19940724-20159999,0.5,
031093,19940724-20159999,0.5,
031094,19940724-20159999,0.5,
031095,19940724-20159999,0.5,
031100,19940724-20159999,0.5,
031101,19940724-20159999,0.5,
031110,19830704-20159999,0.75
031115,19950704-20159999,0.75
031200,19730710-19880710,0.5,
031365,19730710-19911226,0.5,
040041,19020520-20159999,0.5,
040042,19940724-20159999,0.5,
040051,19620806-20159999,0.5,
040052,19940724-20159999,0.5,
040053,19940724-20159999,0.5,
040054,19940724-20159999,0.5,
040055,19940724-20159999,0.5,
040056,19940724-20159999,0.5,
040057,19940724-20159999,0.5,
040058,19940724-20159999,0.5,
040060,19940724-20159999,0.5,
040070,19940724-20159999,0.5,
040080,19940724-20159999,0.5,
040090,19940724-20159999,0.5,
040091,19940724-20159999,0.5,
040092,19940724-20159999,0.5,
040093,19940724-20159999,0.5,
040094,19940724-20159999,0.5,
040095,19940724-20159999,0.5,
040100,19940724-20159999,0.5,
040101,19940724-20159999,0.5,
040110,19940724-20159999,0.5,
040115,19940724-20159999,0.5,
040200,19020520-19450814,0.5,
040220,19020520-19400622,0.5,
040230,19020520-19170520,0.5,
040265,19720715-19901003,0.5,
040290,19720715-19910629,0.5,
040310,19720715-19910629,0.5,
040315,19720715-19910629,0.5,
040339,19720715-19910629,0.5,
040355,19720715-19910629,0.5,
040360,19720715-19910629,0.5,
040365,19450508-19720710,0.5,19720711-19910628,0.75,19910629-20159999,.5
040370,20000903-20159999,0.5,
040540,19750800-19881222,0.5,
040560,19750800-19881222,.25
040712,19720715-19910629,0.5,
040731,19860311-20159999,0.5,
040816,19780615-19910629,0.5,
041042,19009999-19660602,.25,19660603-19860130,.5,19860131-19940929,0.00,19940930-19960321,-9,19960322-20159999,.5
041051,19620806-20020701,0.5,20020702-20159999,0.75
041052,20020702-20159999,0.75
041053,20020702-20159999,0.75
041054,20020702-20159999,0.75
041055,20020702-20159999,0.75
041056,20020702-20159999,0.75
041057,20020702-20159999,0.75
041058,20020702-20159999,0.75
041060,20020702-20159999,0.75
041070,19940724-20159999,0.5,
041080,20020702-20159999,0.75
041090,19940724-20159999,0.5,
041091,19940724-20159999,0.5,
041092,19940724-20159999,0.5,
041093,19940724-20159999,0.5,
041094,19940724-20159999,0.5,
041095,19940724-20159999,0.5,
041100,19940724-20159999,0.5,
041101,19940724-20159999,0.5,
041110,20020702-20159999,0.75
041115,20020702-20159999,0.75
041200,19009999-19450814,0.5,
041220,19009999-19400622,0.5,
041255,19009999-19110803,.25,19110804-19260804,.5
041365,19450508-19911226,0.5,
042051,19940724-20159999,0.5,
042052,19940724-20159999,0.5,
042053,19940724-20159999,0.5,
042054,19940724-20159999,0.5,
042055,19940724-20159999,0.5,
042056,19940724-20159999,0.5,
042057,19940724-20159999,0.5,
042058,19940724-20159999,0.5,
042060,19940724-20159999,0.5,
042070,19940724-20159999,0.5,
042080,19940724-20159999,0.5,
042090,19940724-20159999,0.5,
042091,19940724-20159999,0.5,
042092,19940724-20159999,0.5,
042093,19940724-20159999,0.5,
042094,19940724-20159999,0.5,
042095,19940724-20159999,0.5,
042100,19940724-20159999,0.5,
042101,19940724-20159999,0.5,
042110,19940724-20159999,0.5,
042115,19940724-20159999,0.5,
042200,19009999-19450814,0.5,
042220,19009999-19400622,0.5,
042365,19450508-19911226,0.5,
051052,19730801-20159999,0.75
051053,19830704-20159999,0.75
051054,19781103-20159999,0.75
051055,19740501-19831022,0.75,19831023-19831101,0.25,19831102-20159999,0.75
051056,19790222-20159999,0.75
051057,19791027-20159999,0.75
051058,19811101-20159999,0.75
051060,19830919-20159999,0.75
051070,19940724-20159999,0.5,
051080,19810921-20159999,0.75
051090,19940724-20159999,0.5,
051091,19940724-20159999,0.5,
051092,19940724-20159999,0.5,
051093,19940724-20159999,0.5,
051094,19940724-20159999,0.5,
051095,19940724-20159999,0.5,
051100,19940724-20159999,0.5,
051101,19940724-20159999,0.5,
051110,19730801-20159999,0.75
051115,19950704-20159999,0.75
051200,19620806-19770806,0.5,
051365,19620086-19911226,0.5,
052053,19661130-19730731,0.5,19730801-20159999,0.75
052054,19781103-20159999,0.75
052055,19740501-20159999,0.75
052056,19790222-20159999,0.75
052057,19790222-19791026,0.5,19791027-20159999,0.75
052058,19811101-20159999,0.75
052060,19830919-20159999,0.75
052070,19940724-20159999,0.5,
052080,19810921-20159999,0.75
052090,19940724-20159999,0.5,
052091,19940724-20159999,0.5,
052092,19940724-20159999,0.5,
052093,19940724-20159999,0.5,
052094,19940724-20159999,0.5,
052095,19940724-20159999,0.5,
052100,19940724-20159999,0.5,
052101,19620831-19961029,.5,19961030-19990825,0.25,19990826-20159999,.5
052110,19660526-19730731,0.5,19730801-20159999,0.75
052115,19751125-19950703,0.5,19950704-20159999,0.75
052200,19620831-19770831,0.5,
052365,19620831-19911226,0.5,
053054,19781103-20159999,0.75
053055,19830705-19831022,0.75,19831023-19831101,0.25,19831102-20159999,0.75
053056,19790207-20159999,0.75
053057,19791027-20159999,0.75
053058,19811101-20159999,0.75
053060,19830915-20159999,0.75
053070,19940724-20159999,0.5,
053080,19810921-20159999,0.75
053090,19940724-20159999,0.5,
053091,19940724-20159999,0.5,
053092,19940724-20159999,0.5,
053093,19940724-20159999,0.5,
053094,19940724-20159999,0.5,
053095,19940724-20159999,0.5,
053100,19940724-20159999,0.5,
053101,19940724-20159999,0.5,
053110,19661130-19730731,0.5,19730801-20159999,0.75
053115,19950704-20159999,0.75
053200,19661130-19811130,0.5,
053365,19661130-19911226,0.5,
054055,19781103-19831022,0.75,19831023-19831101,0.25,19831102-20159999,0.75
054056,19790222-20159999,0.75
054057,19791027-20159999,0.75
054058,19811101-20159999,0.75
054060,19830919-20159999,0.75
054070,19940724-20159999,0.5,
054080,19810921-20159999,0.75
054090,19940724-20159999,0.5,
054091,19940724-20159999,0.5,
054092,19940724-20159999,0.5,
054093,19940724-20159999,0.5,
054094,19940724-20159999,0.5,
054095,19940724-20159999,0.5,
054100,19940724-20159999,0.5,
054101,19781103-20159999,0.5,
054110,19781103-20159999,0.75
054115,19950704-20159999,0.75
054365,19781103-19911226,0.5,
055056,19790222-19831022,0.75,19831023-19831101,0.25,19831102-20159999,0.75
055057,19791027-19831022,0.75,19831023-19831101,0.25,19831102-20159999,0.75
055058,19811101-19831022,0.75,19831023-19831101,0.25,19831102-20159999,0.75
055060,19830919-20159999,0.75
055070,19940724-20159999,0.5,
055080,19810921-20159999,0.75
055090,19940724-20159999,0.5,
055091,19940724-20159999,0.5,
055092,19940724-20159999,0.5,
055093,19940724-20159999,0.5,
055094,19940724-20159999,0.5,
055095,19940724-20159999,0.5,
055100,19940724-20159999,0.5,
055101,19740207-20159999,0.5,
055110,19740501-20159999,0.75
055115,19950704-20159999,0.75
055365,19740207-19911226,0.5,
056057,19791027-20159999,0.75
056058,19811101-20159999,0.75
056060,19830919-20159999,0.75
056070,19940724-20159999,0.5,
056080,19810921-20159999,0.75
056090,19940724-20159999,0.5,
056091,19940724-20159999,0.5,
056092,19940724-20159999,0.5,
056093,19940724-20159999,0.5,
056094,19940724-20159999,0.5,
056095,19940724-20159999,0.5,
056100,19940724-20159999,0.5,
056101,19940724-20159999,0.5,
056110,19790222-20159999,0.75
056115,19950704-20159999,0.75
056200,19790222-19940222,0.5,
056365,19790222-19911226,0.5,
057058,19811101-20159999,0.75
057060,19830919-20159999,0.75
057070,19940724-20159999,0.5,
057080,19810921-20159999,0.75
057090,19940724-20159999,0.5,
057091,19940724-20159999,0.5,
057092,19940724-20159999,0.5,
057093,19940724-20159999,0.5,
057094,19940724-20159999,0.5,
057095,19940724-20159999,0.5,
057100,19940724-20159999,0.5,
057101,19791027-20159999,0.5,
057110,19791027-20159999,0.75
057115,19950704-20159999,0.75
057200,19791027-19941027,0.5,
057365,19791027-19911226,0.5,
058060,19830919-20159999,0.75
058070,19940724-20159999,0.5,
058080,19811101-20159999,0.75
058090,19940724-20159999,0.5,
058091,19940724-20159999,0.5,
058092,19940724-20159999,0.5,
058093,19940724-20159999,0.5,
058094,19940724-20159999,0.5,
058095,19940724-20159999,0.5,
058100,19940724-20159999,0.5,
058101,19810101-20159999,0.5,
058110,19811101-20159999,0.75
058115,19950704-20159999,0.75
058200,19811101-19961101,0.5,
058365,19811101-19911226,0.5,
060070,19940724-20159999,0.5,
060080,19830919-20159999,0.75
060090,19940724-20159999,0.5,
060091,19940724-20159999,0.5,
060092,19940724-20159999,0.5,
060093,19940724-20159999,0.5,
060094,19940724-20159999,0.5,
060095,19940724-20159999,0.5,
060100,19940724-20159999,0.5,
060101,19830919-20159999,0.5,
060110,19830919-20159999,0.75
060115,19950704-20159999,0.75
060200,19830919-19980919,0.5,
060365,19830919-19911226,0.5,
070080,19810921-20159999,0.5,
070090,19009999-19581228,.5,19581229-19590914,.25,19590915-20159999,.5
070091,19940724-20159999,0.5,
070092,19940724-20159999,0.5,
070093,19940724-20159999,0.5,
070094,19940724-20159999,0.5,
070095,19940724-20159999,0.5,
070100,19940724-20159999,0.5,
070101,19940724-20159999,0.5,
070110,19940724-20159999,0.5,
070115,19940724-20159999,0.5,
070200,19009999-19450814,0.5,
070220,19009999-19400622,0.5,
070255,19391219-19450507,.25,19450508-19600508,.5
070365,19450508-19911226,0.5,
080090,19810921-19931014,0.25,19931015-20050906,0.00,20050907-20159999,0.25
080091,19810921-20159999,0.5,
080092,19940724-20159999,0.5,
080093,19940724-20159999,0.5,
080094,19940724-20159999,0.5,
080095,19940724-20159999,0.5,
080100,19940724-20159999,0.5,
080101,19940724-20159999,0.5,
080110,19810921-20159999,0.75
080115,19950704-20159999,0.75
080200,19810921-19960921,0.5,
080365,19810921-19911226,0.5,
090091,19009999-19330123,0.25,19330124-20159999,0.50,
090092,19009999-19060720,0.0,19060721-20159999,.5
090093,19000101-20159999,0.5,
090094,19200101-20159999,0.5,
090095,19940724-20159999,0.5,
090100,19940724-20159999,0.5,
090101,19940724-20159999,0.5,
090110,19940724-20159999,0.5,
090115,19940724-20159999,0.5,
090200,19009999-19450310,.5,19450311-19720127,.25,19720128-19810920,0.00,19810921-19941001,.25,19941002-20091002,.50
090220,19009999-19400622,0.5,
090365,19450508-19911226,0.5,
091092,19009999-19671231,.25,19680131-19690623,-9,19690624-19980119,0.00,19980120-20060418,0.25,20060419-20159999,.50
091093,19009999-19070104,.5,19070105-19290709,0.00,19290710-19570418,.50,19570419-20010316,0.00,20010317-20071007,0.25,20071008-20159999,0.50
091094,19200101-20159999,0.5,
091095,19940724-20159999,0.5,
091100,19940724-20159999,0.5,
091101,19940724-20159999,0.5,
091110,19940724-20159999,0.5,
091115,19940724-20159999,0.5,
091200,19009999-19450814,0.5,
091220,19009999-19400622,0.5,
091230,19009999-19141231,0.5,
091365,19450508-19911226,0.5,
092093,19009999-19070104,.5,19070105-19090525,.25,19090526-20159999,.5
092094,19200101-20159999,0.5,
092095,19940101-20159999,0.5,
092100,19940724-20159999,0.5,
092101,19940724-20159999,0.5,
092110,19940724-20159999,0.5,
092115,19940724-20159999,0.5,
092200,19009999-19450814,0.5,
092220,19009999-19400622,0.5,
092365,19450508-19911226,0.5,
093094,19191209-19480418,0.5,19480419-19570827,0.00,19570828-19771013,0.5,19771014-19980731,0.00,19980801-20159999,0.25
093095,19940101-20159999,0.5,
093100,19000101-19280323,.25,19280324-19781231,.5,19791212-19900425,.25,19900426-20159999,0.5
093101,19940724-20159999,0.5,
093110,19940724-20159999,0.5,
093115,19940724-20159999,0.5,
093200,19000101-19450814,0.5,
093220,19000101-19400622,0.5,
093230,19000101-19150101,0.5,
093365,19450508-19911226,0.5,
094095,19200101-20159999,0.5,
094100,19280101-20159999,0.5,
094101,19940724-20159999,0.5,
094110,19940724-20159999,0.5,
094115,19940724-20159999,0.5,
094200,19200101-19450814,0.5,
094220,19200101-19400622,0.5,
094230,19200101-19350101,0.5,
094365,19450508-19911226,0.5,
095100,19031103-20159999,0.5,
095101,19940724-20159999,0.5,
095110,19940724-20159999,0.5,
095115,19940724-20159999,0.5,
095200,19031103-19450814,0.5,
095220,19031103-19400622,0.5,
095230,19030101-19180101,0.5,
095365,19450508-19911226,0.5,
100101,19009999-19820712,0.25,19820713-20159999,0.00
100110,19940724-20159999,0.5,
100115,19940724-20159999,0.5,
100130,19009999-20050630,.5,20050701-20159999,.25
100135,19009999-19340524,0.0,19340525-20159999,.5
100140,19009999-20159999,0.5,
100145,19691016-20159999,0.5,
100155,19691016-20159999,0.5,
100200,19009999-19450814,0.5,
100220,19009999-19400622,0.5,
100365,19450508-19911226,0.5,
101110,19661014-20040218,0.00,20040219-20159999,0.25
101115,19940724-20159999,0.5,
101130,19730200-20110424,0.5,
101135,19730200-20110424,0.5,
101140,19009999-20159999,0.5,
101145,19730200-20110424,0.5,
101155,19730200-19761000,0.5,
101200,19009999-19030219,.25,19030220-19450814,.5
101220,19009999-19400622,0.5,
101365,19450508-19911226,0.5,
110115,19751125-20070916,0.25,20070917-20159999,.75
110140,19660526-20159999,0.5,
110200,19660526-19810526,0.5,
110365,19660526-19911226,0.5,
115140,19751125-20159999,0.5,
115210,19751125-19901125,0.5,
115365,19751125-19911226,0.5,
130135,19009999-19550927,0.00,19550928-19770620,0.25,19770621-19981025,0.00,19981026-20159999,0.5
130140,19009999-19160700,0.5,
130145,19009999-20159999,0.5,
130155,19009999-20159999,0.5,
130200,19009999-19450814,0.5,
130220,19009999-19400622,0.5,
130365,19400508-19911226,0.5,
135140,19009999-20159999,0.5,
135145,19009999-20159999,0.5,
135155,19009999-19290828,0.25,19290829-19760910,.5,19760911-20140127,0.25,20140128-20159999,0.50
135200,19009999-19450814,0.5,
135220,19009999-19400622,0.5,
135365,19450508-19911226,0.5,
140145,19009999-20159999,0.5,
140150,19009999-19281030,.5,19281031-19300510,.25,19300511-19910325,.5,19910326-20159999,0.75,
140160,19009999-19791018,0.25,19791019-19860728,-9,19860729-20159999,0.75
140165,19009999-19910325,0.5,19910326-20159999,0.75
140200,19009999-19450814,0.5,
140220,19009999-19400622,0.5,
140365,19450508-19911226,0.5,
145150,19009999-19380721,0.0,19380722-20159999,.5
145155,19009999-19041020,0.00,19041021-20159999,.25
145160,19009999-20159999,0.5,
145200,19009999-19450814,0.5,
145220,19009999-19400622,0.5,
145365,19450508-19911226,0.5,
150160,19009999-19210411,.25,19210412-19910325,0.5,19910326-20159999,0.75
150165,19910326-20159999,0.75
150200,19009999-19450814,0.5,
150220,19009999-19400622,0.5,
150365,19450508-19911226,0.5,
155160,19009999-19090707,0.00,19090708-19520630,0.5,19520701-19841019,0.00,19841020-20159999,0.5
155200,19009999-19450814,0.5,
155220,19009999-19400622,0.5,
155365,19450508-19911126,0.5,
160165,19009999-19910325,0.5,19910326-20159999,0.75
160200,19009999-19760203,0.25,19760204-19891019,0.00,19891020-19910301,-9,19910302-20060302,0.5
160220,19009999-19400622,0.5,
160365,19450508-19911226,0.5,
165200,19009999-19450814,0.5,
165220,19009999-19400622,0.5,
165365,19450508-19911226,0.5,
200205,19221206-19721231,0.5,19730101-19920206,0.75,19920207-20159999,1.00
200210,19009999-19140731,0.5,19140800-19171017,0.0,19171018-19391031,0.5,19391101-19391130,0.0,19391201-19721231,0.5,19730101-19920206,0.75,19920207-20159999,1.00
200211,19009999-19721231,0.5,19730101-19920206,0.75,19920207-20159999,1.00
200212,19201115-19450814,0.5,19730101-19920206,0.75,19920207-20159999,1.00
200220,19009999-19450508,.5,19450509-19920206,0.75,19920207-20159999,1.00
200225,19009999-19450814,0.5,19600503-19721231,0.5,
200230,19009999-19450814,0.5,19690626-19691130,0.25,19691201-19851231,0.5,19860101-20159999,0.75
200235,19009999-19450814,.5,19600503-19920206,0.75,19920207-20159999,1.0
200255,19009999-19211105,0.0,19211106-19380825,.5,19380826-19450507,0.0,19450508-19721231,0.5,19730101-19920206,0.75,19920207-20159999,1.00
200290,19181103-19450814,0.5,20040501-20159999,1.00,
200300,19009999-19140725,.5,19140726-19181112,0.0,
200305,19190910-19380313,.5,19600503-19721231,0.5,19950101-20159999,1.00,
200310,19181116-19450119,.5,19450120-19450814,.25,20040501-20159999,1.00,
200315,19181028-19450814,0.5,
200316,20040501-20159999,1.00
200317,20040501-20159999,1.00
200325,19009999-19111223,.5,19111224-19271027,.25,19271028-19430909,0.0,19430910-19541022,0.50,19541023-19920206,0.75,19920207-20159999,1.00
200338,20040501-20159999,1.00
200339,19140101-19450814,0.5,
200344,20130701-20159999,1.00
200345,19009999-19400401,0.5,19400402-19450814,0.5,19920716-20001128,0.00,20001129-20159999,0.5
200349,20040501-20159999,1.00
200350,19009999-19160605,.5,19160606-19220729,.25,19220730-19450814,.5,19810101-19910206,0.75,19910207-20159999,1.00
200352,20040501-20159999,1.00
200355,19081005-19151008,0.5,19151009-19180929,.25,19180930-19410207,.5,19410208-19440908,.25,19440908-19450814,.5,20070101-20159999,1.0
200360,19009999-19410626,.5,19410627-19450120,.25,19450121-19450814,.5,20070101-20159999,1.0
200365,19009999-19070830,0.00,19070831-19170103,.5,19170104-19230701,0.00,19230702-19410711,0.25,19410712-19460801,0.5,19460802-19891108,0.00,19891109-19921110,-9,19921111-20159999,.25
200366,19180224-19400616,.5,20040501-20159999,1.00
200367,19181118-19400616,0.5,20040501-20159999,1.00
200368,19180216-19400615,.50,20040501-20159999,1.00
200375,19171206-19410624,.50,19410625-19440919,.25,19440920-19590920,.5,19950101-20159999,1.00
200380,19009999-19150228,.5,19150301-19170531,.25,19170601-19450814,.5,19600503-19721231,0.5,19950101-20159999,1.00,
200385,19050607-19450814,0.5,19600503-19721231,0.5,
200390,19600503-19721231,0.5,19730101-19920206,0.75,19920207-20159999,1.00
200395,19440617-19450814,0.5,19520312-19760601,0.25,19760602-20159999,.75
200420,19650218-19800218,0.5,
200436,19601003-19751003,0.5,
200450,19200630-19450814,0.5,
200451,19610427-19760427,0.5,
200452,19570306-19720306,0.5,
200475,19601001-19751001,0.5,
200500,19621009-19771009,0.5,
200501,19630101-19781231,0.5,
200510,19611209-19761231,0.5,
200530,19410505-19450814,0.5,
200551,19641024-19791024,0.5,
200552,19651111-19801111,0.5,
200553,19640101-19791231,0.5,
200560,19200110-19450814,0.5,
200570,19661004-19811004,0.5,
200571,19660930-19810930,0.5,
200572,19680906-19830906,0.5,
200590,19680312-19830312,0.5,
200591,19760629-19910629,0.5,
200600,19009999-19120330,0.5,
200620,19530729-19700330,0.5,
200630,19009999-19450814,.5,19840710-19900915,.25,19900916-20050915,.5
200640,19009999-19260604,0.0,19260605-19450814,.5
200645,19321003-19400330,.5,19400331-19410601,.25,19410602-19560602,.5,19580715-20030319,0.00,20030320-20159999,0.5,
